minute,x,y,distance_to_goal,angle_to_goal,body_part,shot_type,under_pressure,is_goal
22,89.6,29.2,32.261432082286746,0.21329771863639618,Right Foot,Open Play,True,0
24,97.0,59.1,29.896655331324272,0.18894701904277156,Left Foot,Open Play,True,0
32,101.1,58.1,26.16906570743404,0.20320747391495209,Right Foot,Open Play,False,0
37,108.0,32.9,13.943098651304165,0.45179048530733396,Head,Open Play,False,0
44,100.8,20.8,27.152900397563428,0.19176673861110738,Right Foot,Open Play,False,0
51,113.7,45.2,8.168843247363728,0.7129423086642355,Head,Open Play,False,1
52,104.6,37.0,15.689486925964156,0.45100960647525934,Right Foot,Open Play,False,1
62,91.8,26.1,31.43962467969362,0.2086247245684929,Right Foot,Open Play,False,0
65,105.5,39.9,14.500344823486095,0.4944771301138241,Right Foot,Open Play,False,0
79,104.9,32.0,17.08830009099793,0.3776758920734389,Right Foot,Open Play,False,0
79,112.1,48.1,11.314592347937248,0.46724105702478747,Right Foot,Open Play,False,0
85,106.1,54.1,19.799494943053478,0.2625284016049919,Right Foot,Open Play,False,0
91,102.1,27.1,22.063997824510412,0.27000774117182724,Left Foot,Open Play,True,0
2,90.8,50.2,30.93024409861649,0.22283254206914596,Right Foot,Open Play,False,0
6,88.7,28.5,33.34576434871451,0.2056157402491363,Right Foot,Free Kick,False,0
11,96.4,36.5,23.858122306669475,0.3013433790664206,Right Foot,Open Play,True,0
12,90.5,32.5,30.438462510448847,0.2322234504406043,Left Foot,Open Play,False,0
14,99.7,41.2,20.335437049643165,0.355580213189079,Right Foot,Open Play,False,0
24,110.1,41.7,10.044899203078154,0.6916797971541367,Left Foot,Open Play,False,0
27,92.7,34.9,27.772288346479478,0.2578017866388769,Left Foot,Open Play,False,0
33,96.7,29.7,25.47508586835381,0.2621687976377167,Right Foot,Open Play,False,0
37,114.4,52.8,13.97139935725838,0.22176469139132138,Right Foot,Open Play,False,0
38,103.0,26.7,21.584485168750263,0.26837451144457847,Left Foot,Open Play,False,0
40,115.0,48.2,9.604165762834379,0.43460418058598504,Right Foot,Open Play,False,1
42,111.0,42.1,9.241753080449618,0.7409412594815412,Head,Open Play,False,0
45,103.8,35.7,16.760966559241147,0.41722451921578596,Right Foot,Open Play,False,0
53,98.2,58.3,28.462782717085126,0.1976720578946044,Left Foot,Open Play,False,0
61,111.4,30.2,13.038404810405295,0.38221300503807265,Right Foot,Open Play,False,0
61,115.6,40.8,4.472135954999585,1.368545289499139,Left Foot,Open Play,False,0
63,86.5,64.9,41.74038811510981,0.14089890723162268,Right Foot,Open Play,False,0
68,96.2,30.6,25.589060162499127,0.2652178584000783,Right Foot,Open Play,False,0
71,94.6,47.4,26.456001209555467,0.264480658540657,Left Foot,Free Kick,False,0
72,107.5,49.2,15.520631430454111,0.382408119044526,Left Foot,Open Play,False,0
72,105.9,51.8,18.38613608129777,0.30780906468391145,Left Foot,Open Play,False,0
72,101.4,23.6,24.79758052714014,0.2225941996086117,Left Foot,Open Play,False,0
73,102.8,40.7,17.21423829276219,0.4186828175020886,Right Foot,Open Play,False,0
76,107.9,32.3,14.342245291445824,0.4316192263784568,Left Foot,Open Play,False,0
